,Candidate Deidentified ID,Work Company Name Deidentified ID,Work History Title,Work History Start Year,Work History End Year,Work History Start Month,Work History End Month
1674,610,1261.0,BI Developer,2021.0,2021.0,2.0,4.0
1675,610,1260.0,CRM Assistant,2019.0,2020.0,8.0,4.0
1676,610,1262.0,Delivery Associate Software Engineer,2015.0,2018.0,10.0,2.0
1677,610,1260.0,Business Data Analyst,2020.0,2020.0,5.0,6.0
1678,386,1263.0,Data Analyst,2019.0,2021.0,8.0,7.0
1679,386,1264.0,Data Analyst,2021.0,2023.0,9.0,6.0
1680,386,101.0,Business Analyst,2023.0,2023.0,10.0,12.0
1681,394,1265.0,EQUITY TRADE ANALYST,2011.0,2012.0,4.0,3.0
1682,394,1266.0,BUSINESS INTELLIGENCE DATA ANALYST,2012.0,2015.0,10.0,1.0
1683,394,1267.0,SENIOR BUSINESS ANALYST,2015.0,2020.0,1.0,4.0
1684,394,1268.0,CRM DATA ANALYST,2007.0,2010.0,7.0,8.0
1685,394,1269.0,ASSIGNMENT PROCESS MANAGER - BA SALESFORCE,2020.0,2021.0,4.0,7.0
1686,617,1270.0,Data Scientist,2021.0,2021.0,4.0,12.0
1687,617,1271.0,Data Analyst,2022.0,2023.0,8.0,1.0
1688,617,1272.0,Treasurer,2019.0,2022.0,7.0,9.0
1689,309,1273.0,Innovative digital solutions specialist,2018.0,2021.0,5.0,9.0
1690,564,1274.0,Summer Intern,2018.0,2018.0,6.0,8.0
1691,564,1275.0,Information Technology Intern,2018.0,2019.0,12.0,2.0
1692,564,789.0,Business Analyst,2019.0,2020.0,9.0,12.0
1693,564,1276.0,Data Engineer,2022.0,2023.0,7.0,5.0
1694,564,1277.0,Data Engineer,2021.0,2022.0,1.0,6.0
1695,765,1278.0,Associate,2018.0,2022.0,5.0,7.0
1696,765,1279.0,Data Analyst,2014.0,2015.0,3.0,12.0
1697,765,1278.0,Reporting Analyst,2016.0,2018.0,1.0,4.0
1698,765,1278.0,Business Intelligence Associate,2018.0,2021.0,5.0,7.0
1699,210,1280.0,Business Intelligence Associate,2023.0,2023.0,1.0,4.0
1700,210,1281.0,Data Analyst,2021.0,2021.0,1.0,11.0
1701,210,1282.0,Data Research Intern,2019.0,2019.0,1.0,6.0
1702,210,1283.0,Business Intelligence Analyst,2022.0,,2.0,
1703,39,1284.0,reports Operations Analyst,2023.0,2023.0,5.0,8.0
1704,39,1285.0,Data Analyst,2023.0,2023.0,9.0,12.0
1705,589,1286.0,,2018.0,2022.0,10.0,5.0
1706,589,1287.0,Dietary Worker,2014.0,2017.0,5.0,12.0
1707,240,54.0,Solutions Architect,2023.0,2024.0,9.0,4.0
1708,240,1288.0,Intern,2019.0,2019.0,6.0,7.0
1709,240,1289.0,,2022.0,2023.0,8.0,4.0
1710,451,,,,,,
1711,211,1290.0,Data Analyst,2018.0,2020.0,8.0,1.0
1712,211,1291.0,Product Operations Analyst,2020.0,2021.0,2.0,9.0
1713,427,,,,,,
1714,531,1291.0,Business Analyst Consultant,2019.0,2021.0,11.0,8.0
1715,531,153.0,Risk Analyst Co-op,2022.0,2022.0,9.0,12.0
1716,259,1292.0,Business Analyst,2019.0,2021.0,1.0,12.0
1717,384,,,,,,
1718,25,1293.0,Junior Data Analyst,2018.0,2019.0,9.0,10.0
1719,25,1294.0,Senior Data Analyst,2021.0,,9.0,
1720,484,,,,,,
1721,316,1295.0,ETL Developer,2016.0,2018.0,5.0,3.0
1722,316,1296.0,MS BI/ETL Developer,2014.0,2016.0,7.0,2.0
1723,316,1297.0,MS BI/ETL Developer,2021.0,2021.0,2.0,10.0
1724,316,1298.0,Data Engineer,2021.0,,11.0,
1725,134,1299.0,,2019.0,2019.0,1.0,9.0
1726,134,1300.0,Cognos Lead Developer,2021.0,2021.0,6.0,10.0
1727,134,196.0,Expert,2022.0,2022.0,1.0,4.0
1728,134,26.0,Programmer,1990.0,1994.0,,
1729,134,1301.0,Cognos Technical Team Lead,2009.0,2016.0,1.0,10.0
1730,134,1302.0,Cognos Team Lead,2019.0,2020.0,9.0,5.0
1731,134,1303.0,Expert,2004.0,2005.0,11.0,3.0
1732,134,1304.0,Consultant,2001.0,2003.0,,
1733,134,1305.0,Senior Cognos Developer,2008.0,2008.0,7.0,11.0
1734,134,1300.0,Cognos Technical Team Lead,2017.0,2018.0,12.0,7.0
1735,134,1306.0,Business Analyst,1994.0,2001.0,,
1736,134,1307.0,Cognos Developer,2004.0,2004.0,4.0,8.0
1737,134,1299.0,IT Consultant,2005.0,2005.0,5.0,11.0
1738,334,48.0,Business Analyst,2022.0,,10.0,
1739,334,97.0,Business Analyst,2019.0,2021.0,9.0,8.0
1740,254,1308.0,BI Analyst,2016.0,2018.0,6.0,5.0
1741,254,115.0,BI Analyst,2022.0,,6.0,
1742,254,29.0,BI Analyst,2020.0,2022.0,6.0,6.0
1743,183,1309.0,"Cellular Data Coordinator, Operations",2023.0,2023.0,2.0,8.0
1744,183,1310.0,Vendor Coordinator,2022.0,2023.0,2.0,4.0
1745,429,1311.0,Business Analyst,2019.0,2020.0,1.0,7.0
1746,429,1311.0,Business Analyst,2022.0,,3.0,
1747,429,1312.0,Business Analyst,2020.0,2021.0,8.0,7.0
1748,420,1313.0,Data Engineer,2023.0,2023.0,3.0,9.0
1749,760,1314.0,Player Development Analyst,2007.0,2007.0,3.0,8.0
1750,760,1315.0,Table Games Supervisor,2020.0,2022.0,2.0,1.0
1751,760,303.0,Business Analyst,1998.0,1999.0,,
1752,760,1316.0,Senior Gaming Analyst,2007.0,2013.0,8.0,3.0
1753,760,1317.0,Business Intelligence Analyst,2022.0,2023.0,1.0,11.0
1754,760,1318.0,Table Games Dealer,2018.0,2020.0,11.0,1.0
1755,760,1319.0,Senior Business Systems Analyst,1999.0,2004.0,,
1756,422,1320.0,PERFORMANCE MANAGEMENT ANALYST,2019.0,2022.0,3.0,10.0
1757,422,1321.0,RELATIONSHIP OFFICER,2014.0,2016.0,3.0,10.0
1758,422,1322.0,BUSINESS/RESEARCH ANALYST,2018.0,2019.0,2.0,2.0
1759,514,1323.0,Claims Analyst - Group Health and Dental Insurance,2021.0,2023.0,10.0,1.0
1760,514,1324.0,Case Coordinator,2021.0,2021.0,3.0,10.0
1761,514,1323.0,New Business Administrator,2020.0,2021.0,12.0,3.0
1762,514,1325.0,Data Analyst,2019.0,2020.0,8.0,8.0
1763,514,411.0,Educational Project Design Coordinator,2019.0,2019.0,1.0,5.0
1764,514,1326.0,Senior Reinsurance Analyst,2023.0,,1.0,
1765,514,1327.0,VOLUNTEER,2019.0,2020.0,9.0,5.0
1766,514,1328.0,LIVELab Volunteer,2018.0,2020.0,9.0,5.0
1767,539,1329.0,Data Analyst,2020.0,2022.0,4.0,8.0
1768,539,46.0,Business Data Analyst,2022.0,,10.0,
1769,404,1330.0,Software Developer,2010.0,2015.0,,
1770,404,1331.0,Programmer Analyst,2015.0,2023.0,,
1771,168,1332.0,Business Intelligence Analyst,2022.0,2023.0,5.0,1.0
1772,168,1333.0,Business Intelligence Analyst,2023.0,,1.0,
1773,637,1334.0,Manager,2022.0,,10.0,
1774,637,1335.0,Engineering Intern,2023.0,2023.0,5.0,8.0
1775,637,1336.0,,2022.0,2022.0,7.0,7.0
1776,637,1336.0,,2022.0,2022.0,8.0,8.0
1777,69,1337.0,BI Principal Consultant,2021.0,2024.0,5.0,1.0
1778,69,1338.0,Senior Data Analyst,2024.0,,2.0,
1779,69,1339.0,BI Developer,2015.0,2021.0,12.0,4.0
1780,69,1340.0,Senior BI Developer,2022.0,2024.0,10.0,3.0
1781,212,585.0,Power BI Developer,2019.0,2022.0,12.0,1.0
1782,212,69.0,SQL Server Developer,2017.0,2019.0,8.0,11.0
1783,212,1341.0,Senior Power BI Developer,2022.0,,2.0,
1784,731,1342.0,Technical Support Advisor,2021.0,2022.0,3.0,2.0
1785,731,153.0,"Consultant, Business Analytics",2022.0,2023.0,2.0,12.0
1786,90,,,,,,
1787,63,1343.0,Lifecycle Engineer,2016.0,2021.0,8.0,12.0
1788,63,1344.0,,2012.0,2014.0,9.0,5.0
1789,63,1345.0,Team Lead,2022.0,,1.0,
1790,63,1346.0,Producibility Engineer,2014.0,2016.0,6.0,7.0
1791,180,1347.0,BUSINESS DATA ANALYST,2019.0,2021.0,10.0,12.0
1792,313,1348.0,Consultant,2021.0,2022.0,6.0,12.0
1793,313,1349.0,Business Analyst,2016.0,2017.0,8.0,11.0
1794,373,1350.0,Graduate Engineer Trainee,2019.0,2020.0,8.0,3.0
1795,373,1351.0,Data Management Analyst,2023.0,,6.0,
1796,373,1350.0,Technical Program Manager,2020.0,2021.0,3.0,7.0
1797,373,1352.0,Junior Data Engineer,2023.0,2023.0,2.0,4.0
1798,373,1353.0,Data Analyst,2022.0,2022.0,5.0,8.0
1799,744,1354.0,Data Analyst Intern,2021.0,2022.0,9.0,3.0
1800,744,1355.0,Data Coordinator,2022.0,2022.0,5.0,12.0
1801,323,,,,,,
1802,718,1356.0,Decision Support Analyst Student Co-op,2023.0,,9.0,
1803,718,1357.0,Application Development Analyst,2019.0,2020.0,6.0,7.0
1804,718,1358.0,Senior Software Engineer,2020.0,2021.0,9.0,11.0
1805,19,1359.0,EXPERT,2018.0,2020.0,10.0,3.0
1806,19,1360.0,RESEARCH ASSOCIATE,2022.0,2023.0,10.0,9.0
1807,34,1361.0,DATA ANALYST,2023.0,,1.0,
1808,34,1362.0,PROGRAM ANALYST,2017.0,2019.0,2.0,9.0
1809,34,1363.0,DATA ANALYST,2020.0,2022.0,1.0,4.0
1810,34,1364.0,DATA ANALYST,2022.0,2022.0,4.0,11.0
1811,569,169.0,Power BI /SSIS/SSRS Developer,2021.0,,9.0,
1812,569,965.0,SQL Server/ Power BI Developer,2019.0,2021.0,5.0,8.0
1813,35,1365.0,Solution Consultant,2019.0,2020.0,9.0,10.0
1814,35,1366.0,Data Analyst,2021.0,2021.0,3.0,7.0
1815,35,1367.0,Senior Business Analyst,2021.0,2023.0,9.0,7.0
1816,430,1368.0,Statistician,2018.0,2018.0,1.0,7.0
1817,430,1369.0,Business Intelligence Analyst,2021.0,2022.0,12.0,7.0
1818,430,1370.0,Consultant,2014.0,2017.0,8.0,11.0
1819,430,432.0,Data Scientist,2022.0,2023.0,7.0,12.0
1820,430,1371.0,Pricing Analyst,2021.0,2021.0,5.0,12.0
1821,353,1372.0,Business Analyst,2022.0,2022.0,1.0,12.0
1822,353,1373.0,Senior Business Analyst,2017.0,2022.0,9.0,1.0
1823,353,1374.0,Business Analyst,2022.0,,7.0,
1824,353,1375.0,Business Analyst,2009.0,2016.0,1.0,9.0
1825,308,,,,,,
1826,48,1376.0,Data Analyst,2023.0,2023.0,9.0,11.0
1827,48,1377.0,"Intern, Investment Banking Division",2021.0,2022.0,10.0,4.0
1828,113,1378.0,Business Intelligence Analyst,2023.0,,11.0,
1829,113,1379.0,"Business Analyst, Student Services",2017.0,2021.0,4.0,9.0
1830,113,1380.0,Business Analyst,2023.0,2023.0,1.0,10.0
1831,113,1381.0,Business Analyst,2021.0,2022.0,10.0,12.0
1832,378,,,,,,
1833,4,1382.0,BI Data Analyst,2017.0,2019.0,1.0,7.0
1834,4,673.0,BI Developer,2022.0,,4.0,
1835,4,497.0,BI Data Analyst,2019.0,2022.0,8.0,3.0
1836,592,1383.0,HR Analyst,2021.0,2021.0,5.0,7.0
1837,592,1384.0,Data Analyst,2023.0,,8.0,
1838,592,618.0,Strategy Consultant,2022.0,2022.0,5.0,7.0
1839,750,85.0,,2022.0,2022.0,2.0,8.0
1840,750,88.0,Senior Software Engineer,2018.0,2019.0,6.0,5.0
1841,750,89.0,Quality and Reporting Analyst,2023.0,,10.0,
1842,750,90.0,Business Technology Analyst,2023.0,2023.0,1.0,9.0
1843,750,87.0,Software Engineer,2014.0,2018.0,4.0,4.0
1844,750,86.0,Business System Analyst,2019.0,2020.0,6.0,12.0
1845,376,1385.0,DWH Analyst,2022.0,2023.0,1.0,5.0
1846,376,1386.0,BI Engineer,2019.0,2021.0,3.0,12.0
1847,376,1387.0,Cloud and BI Engineer,2023.0,,5.0,
1848,752,1388.0,Senior Systems Analyst,2019.0,2023.0,6.0,11.0
1849,752,1389.0,Software Engineer,2015.0,2015.0,3.0,8.0
1850,752,1017.0,Systems Engineer,2014.0,2015.0,2.0,3.0
1851,752,1390.0,Software Developer,2016.0,2018.0,5.0,11.0
1852,467,1391.0,CLOUD ENGiNEER,2023.0,2023.0,5.0,8.0
1853,351,1392.0,Senior Analyst,2021.0,,7.0,
1854,351,1267.0,Manager - CBU Forecasting & Analytics,2017.0,2021.0,7.0,7.0
1855,351,1393.0,CRM Data Analyst,2016.0,2017.0,7.0,7.0
1856,324,1394.0,Senior Business Analyst,2022.0,,9.0,
1857,324,1395.0,Business Analyst,2015.0,2017.0,5.0,6.0
1858,324,905.0,Business Analyst,2017.0,2020.0,7.0,9.0
1859,123,391.0,Business Analyst,2017.0,2019.0,2.0,1.0
1860,123,391.0,Business Data Analyst,2020.0,2022.0,2.0,12.0
1861,123,391.0,BI Developer,2014.0,2017.0,4.0,1.0
1862,493,,,,,,
1863,24,1396.0,Equity Research Analyst,2021.0,2021.0,6.0,12.0
1864,24,1397.0,Case Manager Assistant,2019.0,2021.0,10.0,3.0
1865,198,,,,,,
1866,371,1398.0,HRIS Implementation Project Manager,2018.0,2018.0,3.0,11.0
1867,371,1399.0,Senior Project Coordinator,2009.0,2011.0,4.0,6.0
1868,371,1400.0,Desktop Support,2005.0,2006.0,8.0,2.0
1869,371,1401.0,Technical Analyst,2013.0,2018.0,9.0,2.0
1870,371,1402.0,Delivery Manager,2020.0,2022.0,2.0,12.0
1871,371,1403.0,IT Service Manager,2019.0,2020.0,2.0,1.0
1872,371,1404.0,Full-Stack Developer,2011.0,2013.0,6.0,9.0
1873,371,1405.0,ASP.Net Developer,2006.0,2008.0,3.0,2.0
1874,235,631.0,Data Analyst,2023.0,,9.0,
1875,235,630.0,Data Analyst,2016.0,2017.0,6.0,5.0
1876,235,629.0,Data Consultant,2018.0,2023.0,8.0,9.0
1877,532,1406.0,QA Analyst,2021.0,2021.0,5.0,7.0
1878,532,1407.0,Data Engineer,2021.0,2022.0,9.0,9.0
1879,279,351.0,BI and DWH Developer,2019.0,2021.0,10.0,1.0
1880,279,311.0,Power BI Developer,2021.0,2022.0,2.0,8.0
1881,279,122.0,SQL / Power BI Developer,2022.0,,8.0,
1882,333,1408.0,Senior Data Analyst,2020.0,,6.0,
1883,526,1409.0,Marketing Data Analyst,2022.0,2023.0,7.0,12.0
1884,466,1410.0,Campaign Analyst,2022.0,2022.0,5.0,8.0
1885,466,769.0,Credit Risk Analyst,2023.0,2023.0,5.0,8.0
1886,194,101.0,Research Analyst,2022.0,2022.0,5.0,8.0
1887,194,866.0,Teaching Assistant,2021.0,2022.0,12.0,4.0
1888,446,1411.0,Supply Chain Analyst,2020.0,2021.0,8.0,12.0
1889,446,733.0,Finance Data Analyst,2023.0,,5.0,
1890,20,1412.0,"Data Management Analyst, Risk and Finance",2022.0,,5.0,
1891,20,1413.0,"Technology Analyst Intern, Personal & Business",2021.0,2021.0,5.0,12.0
1892,156,,,,,,
1893,172,1414.0,Branding & Marketing Specialist,2019.0,2020.0,3.0,9.0
1894,172,1415.0,Business Analyst,2021.0,2021.0,2.0,8.0
1895,172,1416.0,Business Analyst,2021.0,2022.0,8.0,8.0
1896,172,1417.0,Assistant Manager,2013.0,2015.0,10.0,2.0
1897,172,1418.0,Vice Minister,2014.0,2015.0,10.0,2.0
1898,172,1419.0,,2018.0,2018.0,1.0,3.0
1899,447,1420.0,Data Science and BI Intern,2021.0,2022.0,10.0,3.0
1900,447,1421.0,Data Analyst,2022.0,,4.0,
1901,447,1422.0,Marketing Analyst,2019.0,2021.0,1.0,1.0
1902,310,1423.0,Business analyst,2020.0,2021.0,11.0,12.0
1903,310,1424.0,Data Analyst,2019.0,2020.0,7.0,9.0
1904,310,1425.0,Data Analyst,2022.0,,9.0,
1905,455,42.0,Lead BI Specialist,2013.0,2015.0,1.0,6.0
1906,455,1426.0,Lead BI Developer,2022.0,,6.0,
1907,455,196.0,,2010.0,2012.0,4.0,12.0
1908,455,1427.0,BI and Analytics Lead,2015.0,2019.0,7.0,7.0
1909,455,1428.0,Sr BI and Analytics Lead,2020.0,2022.0,4.0,6.0
1910,455,196.0,Lead BI Developer,2011.0,2012.0,2.0,12.0
1911,455,196.0,Lead BI Developer,2010.0,2011.0,4.0,2.0
1912,455,1429.0,Sr BI Developer,2019.0,2020.0,7.0,3.0
1913,775,1430.0,Project Manager,2021.0,2021.0,5.0,8.0
1914,775,1431.0,Marketing Director,2021.0,2022.0,8.0,1.0
1915,775,1432.0,Product Analyst,2022.0,2022.0,1.0,8.0
1916,775,115.0,Business Systems & Product Analyst,2023.0,2023.0,4.0,8.0
1917,598,1433.0,SENIOR DATA ASSOCIATE,2017.0,2018.0,10.0,5.0
1918,598,233.0,DATA ANALYST,2018.0,2020.0,12.0,9.0
1919,598,1434.0,DATA ANALYST,2017.0,2017.0,7.0,10.0
1920,598,1435.0,Administration Assistant,2022.0,,4.0,
1921,121,811.0,Business Analyst,2022.0,,4.0,
1922,121,1436.0,Database Developer,2017.0,2017.0,,
1923,121,1437.0,Programmer,2017.0,2017.0,,
1924,121,1438.0,Database Administrator,2018.0,2022.0,,
1925,704,,,,,,
1926,147,111.0,Senior Financial Analyst,2017.0,2017.0,1.0,11.0
1927,147,1439.0,Transportation Operations Analyst,2018.0,2018.0,11.0,11.0
1928,147,1440.0,Operations Support Analyst,2014.0,2015.0,3.0,4.0
1929,147,1441.0,Contract Consultant,2018.0,2018.0,3.0,9.0
1930,147,1428.0,Senior Analyst,2015.0,2016.0,4.0,11.0
1931,147,1442.0,Business Analyst,2021.0,,12.0,
1932,147,1443.0,Business Analyst,2019.0,2021.0,10.0,12.0
1933,147,1444.0,Logistics & Distribution Specialist,2013.0,2014.0,2.0,3.0
1934,415,1445.0,Warehouse Coordinator,2015.0,2016.0,1.0,7.0
1935,415,1446.0,Fleet Maintenance Officer,2017.0,2018.0,11.0,5.0
1936,415,1447.0,Logistics Coordinator,2022.0,2023.0,3.0,3.0
1937,167,1448.0,Data Coordinator,2021.0,2021.0,1.0,8.0
1938,167,1449.0,Survey Data Analyst,2018.0,2019.0,3.0,12.0
1939,405,1450.0,Business Analyst,2020.0,2022.0,1.0,1.0
1940,405,1451.0,Junior Business Analyst,2018.0,2019.0,9.0,12.0
1941,405,1452.0,Business Analyst,2022.0,,2.0,
1942,158,998.0,Business Intelligence Analyst,2021.0,,9.0,
1943,158,1453.0,Data Analyst,2019.0,2021.0,1.0,4.0
1944,556,1454.0,Graduate Assistant,2022.0,,1.0,
1945,556,1455.0,Data Analyst,2017.0,2021.0,5.0,12.0
1946,556,1456.0,Product Analyst,2015.0,2017.0,10.0,11.0
1947,790,97.0,Process Executive,2020.0,2021.0,,
1948,790,1457.0,Customer Service Representative,2021.0,,,
1949,790,1458.0,Business and Data Analyst Intern (Co-op,2023.0,2023.0,5.0,8.0
1950,482,497.0,Machine Learning Engineering Intern,2019.0,2020.0,12.0,5.0
1951,482,1459.0,Webmaster,2022.0,,2.0,
1952,244,1460.0,Information Technology Analyst,2022.0,,11.0,
1953,244,1461.0,Business Development Analyst,2015.0,2021.0,12.0,8.0
1954,184,1462.0,"Business Analyst, Strategy and Operations",2023.0,,8.0,
1955,184,1463.0,Assistant Team Manager,2020.0,,5.0,
1956,306,715.0,Database Developer,2018.0,2020.0,8.0,3.0
1957,306,1464.0,Data Engineer,2022.0,,8.0,
1958,759,1465.0,First Year Representative,2012.0,2013.0,9.0,7.0
1959,759,1466.0,Research Scientist,2021.0,,3.0,
1960,759,1467.0,Research Scholar,2016.0,2019.0,,
1961,759,1465.0,President,2013.0,2014.0,7.0,6.0
1962,759,245.0,,2011.0,2012.0,9.0,4.0
1963,759,1468.0,Data Scientist,2020.0,2021.0,6.0,3.0
1964,759,1469.0,Secretary,2011.0,2012.0,9.0,4.0
1965,791,153.0,Business Systems Analyst,2022.0,2023.0,5.0,12.0
1966,791,1470.0,Technical Analyst,2020.0,2021.0,8.0,6.0
1967,791,1471.0,Business Analyst,2021.0,2021.0,7.0,10.0
1968,703,1472.0,Business Intelligence Analyst,2021.0,2023.0,,
1969,703,1473.0,Technology Analyst,2020.0,2021.0,,
1970,74,1366.0,HR Business Partner,2021.0,2021.0,5.0,7.0
1971,74,256.0,Research Assistant,2023.0,2023.0,5.0,7.0
1972,511,1474.0,Java Software Programmer,2011.0,2015.0,4.0,4.0
1973,511,1475.0,Data Analyst,2022.0,,8.0,
1974,511,1476.0,Data Analyst,2016.0,2021.0,12.0,12.0
1975,72,1477.0,Data Analyst,2018.0,2018.0,5.0,10.0
1976,72,391.0,Data Analyst,2018.0,2021.0,11.0,9.0
1977,778,1478.0,TRAINING FACILITATOR,2019.0,2022.0,,
1978,778,1479.0,DATA SECURITY ANALYST,2023.0,,,
1979,83,1480.0,Sr. Data Analyst,2019.0,2020.0,12.0,4.0
1980,83,97.0,Technical Analyst,2011.0,2014.0,9.0,12.0
1981,83,1481.0,Data Engineer III,2019.0,2019.0,2.0,7.0
1982,83,1482.0,Sr. Data Analytics Consultant,2022.0,,5.0,
1983,83,1483.0,Data Engineer,2015.0,2016.0,8.0,1.0
1984,83,1484.0,Senior Operations Analyst,2017.0,2018.0,10.0,6.0
1985,83,1484.0,Operations Analyst II,2016.0,2017.0,6.0,10.0
1986,83,1485.0,Business Intelligence Engineer,2020.0,2022.0,5.0,5.0
1987,83,1486.0,Data Engineer,2018.0,2019.0,7.0,1.0
1988,98,111.0,BUSINESS ANALYST,2022.0,2023.0,12.0,12.0
1989,98,1487.0,PRODUCT OWNER,2019.0,2022.0,1.0,3.0
1990,98,1488.0,BUSINESS ANALYST,2022.0,2022.0,4.0,10.0
1991,483,1489.0,Business Intelligence Analyst,2022.0,2023.0,5.0,5.0
1992,483,1490.0,Business Intelligence Analyst,2020.0,2021.0,6.0,12.0
1993,483,30.0,Analyst,2023.0,2023.0,5.0,10.0
1994,483,866.0,Graduate Teaching Assistant,2022.0,2022.0,2.0,12.0
1995,464,1491.0,Associate Consultant,2016.0,2019.0,7.0,11.0
1996,464,1492.0,Sr. Software Engineer,2019.0,2021.0,11.0,4.0
1997,464,1493.0,Analyst,2021.0,2022.0,4.0,4.0
1998,464,1494.0,Data Engineer,2022.0,,10.0,
1999,201,1495.0,Data Analyst,2023.0,,1.0,
2000,201,1496.0,Data Analyst,2019.0,2021.0,1.0,6.0
2001,201,1497.0,Retail Data Analyst,2021.0,2022.0,8.0,10.0
2002,354,1498.0,Data Analyst,2020.0,,1.0,
2003,354,1499.0,Senior Business Analyst,2011.0,2015.0,3.0,5.0
2004,354,1500.0,Business Intelligence Analyst,2017.0,2019.0,9.0,12.0
2005,727,,,,,,
2006,393,1300.0,SAP BW Business Advisor Specialist Analyst,2008.0,2008.0,5.0,5.0
2007,393,1501.0,SAP BW/BI Analyst,2004.0,2008.0,,
2008,393,1502.0,BW Lead Analyst - FICO team,2008.0,2012.0,6.0,3.0
2009,393,1503.0,BW Analyst,2004.0,2006.0,,
2010,393,1504.0,IS-Developer- Data Warehousing,2002.0,2004.0,,
2011,393,1505.0,SAP BI/BW Analyst,2017.0,,9.0,
2012,393,1506.0,BI Lead Consultant,2012.0,2016.0,9.0,9.0
2013,472,1507.0,Data Analyst,2020.0,2021.0,2.0,3.0
2014,472,1508.0,Data Analyst,2023.0,,4.0,
2015,730,1509.0,Business Analyst,2021.0,,3.0,
2016,730,1510.0,Business Analyst,2017.0,2019.0,12.0,9.0
2017,730,339.0,Business Analyst,2019.0,2021.0,10.0,3.0
2018,499,1511.0,Senior Power BI Developer,2021.0,,5.0,
2019,499,1512.0,Power BI Developer,2019.0,2021.0,2.0,4.0
2020,499,1513.0,"BI SQL Server, Business Intelligence Studio",2008.0,2008.0,,
2021,499,497.0,BI Developer,2018.0,2019.0,3.0,1.0
2022,584,1514.0,Credit Analyst,2018.0,2020.0,11.0,3.0
2023,584,487.0,Business Analyst,2021.0,,7.0,
2024,584,1515.0,Junior Financial Analyst,2017.0,2018.0,1.0,11.0
2025,289,1516.0,Full-Stack Web Developer,2020.0,2020.0,4.0,7.0
2026,289,1517.0,Data Analyst,2022.0,2023.0,11.0,10.0
2027,343,1518.0,Business Analyst II - Analytics,2017.0,2022.0,6.0,3.0
2028,343,132.0,System Analyst,2023.0,2023.0,1.0,12.0
2029,233,245.0,Research Assistant,2022.0,,9.0,
2030,233,186.0,Application Developer,2019.0,2020.0,5.0,8.0
2031,653,1519.0,Customer Service Business Intelligence Analyst,2022.0,,11.0,
2032,653,1520.0,Assistant Store Manager,2018.0,2019.0,4.0,5.0
2033,653,1521.0,Technical Support Engineer(Power BI),2021.0,2022.0,6.0,6.0
2034,490,1522.0,Junior Software Developer,2018.0,2019.0,7.0,4.0
2035,490,337.0,Software Developer,2020.0,2020.0,10.0,12.0
2036,490,1523.0,Analyst,2021.0,,5.0,
2037,252,1524.0,Product Support Specialist,2017.0,2021.0,12.0,11.0
2038,252,969.0,Digital Marketing Analyst,2015.0,2017.0,2.0,10.0
2039,252,1525.0,Workforce Data Reporting Analyst,2012.0,2015.0,2.0,2.0
2040,252,1526.0,MARKETING EXECUTIVE,2010.0,2011.0,2.0,9.0
2041,296,1527.0,Sr Data Analyst,2023.0,,9.0,
2042,296,1528.0,Data Analyst,2018.0,2019.0,9.0,12.0
2043,296,1529.0,Product Data Analyst,2016.0,2017.0,12.0,12.0
2044,296,1530.0,Data Analyst,2020.0,2022.0,6.0,1.0
2045,296,1531.0,Sr Data and Reporting Analyst - Marketing,2022.0,2022.0,1.0,10.0
2046,296,1532.0,Sr BI Data Analyst - Social Media,2022.0,2023.0,10.0,6.0
2047,296,462.0,Business/Data Analyst - Finance Transformation and GRC Team,2015.0,2015.0,3.0,8.0
2048,78,1533.0,Marketing Analyst,2019.0,2019.0,4.0,9.0
2049,78,1534.0,Data Analyst,2021.0,2022.0,7.0,8.0
2050,700,1535.0,Engineering Intern,2019.0,2020.0,2.0,4.0
2051,700,391.0,Systems Engineer,2020.0,2022.0,11.0,8.0
2052,261,1536.0,"Assistant Professor, Physics & Electronics",2013.0,2017.0,1.0,9.0
2053,261,245.0,Research and Teaching Assistant,2020.0,2022.0,1.0,8.0
2054,261,1537.0,Data and Business Analyst,2017.0,2020.0,9.0,1.0
2055,33,1538.0,Data Analyst,2019.0,2022.0,7.0,9.0
2056,33,1539.0,Sales Engineer,2022.0,,9.0,
2057,136,1540.0,Data Analyst,2022.0,2022.0,5.0,8.0
2058,136,412.0,Teaching Assistant,2021.0,2021.0,1.0,4.0
2059,50,1541.0,Business Analyst,2018.0,2018.0,6.0,8.0
2060,50,1542.0,Data Analyst,2019.0,2019.0,5.0,6.0
2061,50,1208.0,Data Analyst,2022.0,2022.0,6.0,9.0
2062,655,1543.0,Internal Audit Advisor,2021.0,2022.0,11.0,12.0
2063,655,1544.0,Business Analyst,2024.0,,5.0,
2064,655,1545.0,Market Research Analyst,2023.0,2024.0,1.0,2.0
2065,655,1545.0,Junior Market Research Analyst,2020.0,2021.0,9.0,11.0
2066,525,1546.0,Data Scientist,2023.0,2023.0,1.0,8.0
2067,525,1547.0,Intern - Automobile,2018.0,2018.0,9.0,12.0
2068,693,673.0,Specialized Business Intelligence Developer,2023.0,2023.0,6.0,12.0
2069,693,1464.0,ETL Developer,2022.0,2022.0,4.0,11.0
2070,693,472.0,MS SQL Server/SSIS/SSRS Developer,2016.0,2018.0,9.0,5.0
2071,693,111.0,Business Intelligence Developer,2022.0,2023.0,11.0,3.0
2072,693,1548.0,Power BI / Datawarehouse Developer,2018.0,2021.0,5.0,6.0
