,Candidate Deidentified ID,Work Company Name Deidentified ID,Work History Title,Work History Start Year,Work History End Year,Work History Start Month,Work History End Month
1057,175,436.0,Accounts Officer,2013.0,2016.0,12.0,9.0
1161,201,495.0,Analyst,2017.0,2017.0,8.0,12.0
905,145,375.0,Senior Data Analyst,2020.0,2022.0,11.0,6.0
939,152,389.0,BI & Reporting Analyst,2021.0,2021.0,5.0,9.0
673,107,268.0,Senior Readiness Supervisor,2007.0,2008.0,10.0,8.0
222,32,92.0,Financial Accountant,2016.0,2016.0,3.0,6.0
58,8,25.0,"SENIOR ANALYST, BUSINESS INTELLIGENCE",2021.0,2022.0,5.0,10.0
894,145,374.0,Business System Analyst,2004.0,2008.0,6.0,12.0
1062,176,,,,,,
66,10,30.0,Data Scientist,2021.0,2022.0,2.0,2.0
886,145,373.0,Business Analyst,2009.0,2010.0,1.0,12.0
1260,222,545.0,Sap Business Intelligence,2016.0,2019.0,7.0,8.0
1232,214,532.0,Programmer Analyst,2010.0,2013.0,10.0,3.0
84,11,35.0,Data Analyst,2016.0,2018.0,5.0,4.0
880,145,372.0,Business Intelligence Analyst,2017.0,2019.0,11.0,12.0
898,145,374.0,Business System Analyst,2004.0,2008.0,6.0,12.0
1156,201,495.0,Business Analyst,2018.0,2019.0,1.0,7.0
518,77,202.0,SQL Developer,2016.0,2018.0,7.0,2.0
814,136,338.0,Collection and Performance Analyst,2018.0,2019.0,10.0,3.0
710,109,276.0,Business Analyst,2019.0,2021.0,5.0,9.0
528,79,208.0,Data Analyst,2021.0,,7.0,
944,154,391.0,Data Analyst,2019.0,2020.0,1.0,3.0
1065,177,443.0,Business Intelligence Expert,2019.0,,9.0,
581,86,232.0,Sr. Project and Technology Analyst,2021.0,,,
28,3,8.0,Tier-2 Technical Support Associate,2011.0,2012.0,4.0,10.0
63,9,27.0,SQL BI Developer,2021.0,,5.0,
313,43,112.0,Volunteer Tutor Impact Day,2017.0,2021.0,,
143,19,60.0,,2020.0,2021.0,2.0,6.0
860,143,356.0,,2013.0,2014.0,10.0,6.0
526,78,205.0,Research Assistant,2021.0,2022.0,1.0,4.0
496,73,194.0,SQL Database Developer,2014.0,2015.0,8.0,7.0
486,73,192.0,System Analyst,2016.0,2016.0,5.0,8.0
258,39,104.0,Flight Dispatcher,2012.0,2019.0,10.0,2.0
1138,197,486.0,Data Analyst,2018.0,2021.0,2.0,8.0
725,112,289.0,,2017.0,2017.0,2.0,4.0
658,102,264.0,Business Intelligence Intern,2017.0,2017.0,,
594,88,236.0,Product Consultant,2019.0,2020.0,6.0,3.0
1117,191,6.0,Senior Data Analyst,2017.0,2018.0,1.0,9.0
208,30,87.0,Senior Systems Engineer,2020.0,2021.0,1.0,3.0
1030,169,427.0,Operations Analyst,2016.0,2018.0,11.0,10.0
391,60,162.0,Process Quality Data Engineer,2018.0,2019.0,5.0,11.0
932,152,387.0,Software Engineer,2011.0,2014.0,9.0,5.0
350,51,137.0,Company Clerk,2017.0,2019.0,12.0,5.0
653,102,261.0,Analytics Specialist,2018.0,2020.0,1.0,3.0
314,44,114.0,Data Science Intern,2019.0,2019.0,1.0,3.0
695,107,271.0,Custody Transfer Administrator,2022.0,,5.0,
510,75,198.0,Product Owner/Business Admin,2020.0,2021.0,4.0,5.0
1231,214,531.0,Associate IT Consultant,2013.0,2014.0,3.0,5.0
803,135,334.0,Financial Data Analyst,2015.0,2021.0,1.0,11.0
53,7,22.0,Managing Partner,2020.0,2021.0,8.0,6.0
128,18,56.0,Director,2024.0,,1.0,
941,152,390.0,Senior Client Insights Consultant,2015.0,2018.0,9.0,5.0
1141,198,488.0,Aircraft Mechanic,2023.0,,7.0,
720,111,285.0,Accounts Executive,2008.0,2011.0,4.0,7.0
676,107,267.0,Maintenance Engineer,2004.0,2004.0,4.0,10.0
1039,171,430.0,Data Analyst,2015.0,2018.0,11.0,9.0
410,62,167.0,Banquet Houseperson & Server,2013.0,2015.0,4.0,12.0
822,137,342.0,PROGRAM MANAGER,2019.0,,5.0,
854,141,350.0,Data Analyst,2022.0,2022.0,1.0,4.0
1046,172,433.0,Project Coordinator,2019.0,2022.0,10.0,8.0
455,68,116.0,SENIOR BUSINESS ANALYST,2019.0,2021.0,3.0,9.0
1247,219,541.0,Project site Engineer,2020.0,2020.0,7.0,12.0
300,43,111.0,Community Volunteer,2017.0,2021.0,,
891,145,158.0,Senior Data Analyst,2020.0,2020.0,1.0,11.0
789,129,,,,,,
161,22,70.0,Data Analyst,2016.0,2018.0,9.0,8.0
1204,209,518.0,Database Developer,2013.0,2015.0,,
234,35,96.0,Research Associate,2019.0,2021.0,,
845,139,343.0,Business Analyst,2022.0,,2.0,
1061,175,440.0,Finance Manager,2016.0,2019.0,11.0,1.0
792,130,326.0,Data Analyst,2018.0,2019.0,8.0,7.0
135,18,57.0,Project Manager,2015.0,2021.0,8.0,3.0
831,139,344.0,Business Analyst,2021.0,2022.0,8.0,2.0
365,55,146.0,Customer Service Rep.,2011.0,2011.0,,
107,14,51.0,Project Engineer,2011.0,2013.0,12.0,7.0
22,2,6.0,Senior ETL Production Support,2017.0,2020.0,12.0,6.0
977,161,402.0,Data Analyst,2016.0,2019.0,8.0,9.0
1118,191,469.0,Sales & Service Engineer,2013.0,2015.0,4.0,4.0
874,144,369.0,BID/COMMERCIAL MANAGER,2004.0,2007.0,,
369,57,150.0,Cashier,2021.0,2022.0,6.0,6.0
782,126,320.0,Business Operations & Planning Specialist,2019.0,2019.0,2.0,7.0
1081,182,,,,,,
575,85,228.0,Business Intelligence Analyst,2019.0,,5.0,
670,106,,,,,,
463,70,182.0,Deputy Director,2019.0,,5.0,
736,114,295.0,Finance Coordinator,2021.0,2022.0,9.0,4.0
1060,175,439.0,Audit Analyst,2019.0,2019.0,3.0,11.0
988,164,27.0,Data Analyst,2021.0,2022.0,8.0,5.0
396,61,164.0,Data Analyst,2019.0,2020.0,1.0,3.0
1226,213,528.0,Data Scientist,2021.0,2022.0,7.0,7.0
213,32,90.0,Sales associate,2021.0,2022.0,12.0,5.0
206,30,53.0,Customer Service Manager,2021.0,,7.0,
1183,203,6.0,Business Intelligence Analyst,2018.0,2021.0,,
861,143,357.0,,2018.0,2019.0,10.0,9.0
754,118,306.0,Founder,2020.0,2021.0,7.0,10.0
598,89,,,,,,
261,39,105.0,Flight Attendant,2005.0,2010.0,1.0,4.0
692,107,268.0,Senior Operations Analyst,2008.0,2011.0,9.0,9.0
204,29,86.0,Jr. Business Analyst,2021.0,2022.0,3.0,3.0
5,1,5.0,Data Analyst,2019.0,2020.0,1.0,4.0
57,8,24.0,BUSINESS INTELLIGENCE AND REPORTING ANALYST III,2019.0,2021.0,12.0,4.0
398,61,164.0,Data Analyst,2019.0,2020.0,1.0,3.0
1229,214,87.0,Senior Associate - Projects,2014.0,,5.0,
1251,219,543.0,Engineer,2019.0,2020.0,6.0,6.0
12,1,3.0,Audit Data Analyst,2020.0,2020.0,5.0,8.0
348,51,135.0,Reporter,2015.0,2015.0,1.0,12.0
10,1,3.0,Junior Data Scientist,2020.0,2021.0,8.0,4.0
1027,169,426.0,Customer Data Analyst,2018.0,2022.0,11.0,2.0
147,20,63.0,IT Business Analyst,2017.0,2018.0,5.0,7.0
504,74,151.0,Online Learning Assistant,2021.0,2021.0,5.0,8.0
49,5,19.0,Procurement Analyst,2018.0,2020.0,9.0,11.0
657,102,262.0,Business Intelligence Intern,2017.0,2017.0,6.0,8.0
1214,209,519.0,Data Manager,2015.0,2017.0,,
827,139,346.0,Branch Manager,2012.0,2013.0,6.0,5.0
1044,172,432.0,quality assurance (QA),2022.0,2023.0,8.0,8.0
1259,222,176.0,Business Intelligence Analyst,2019.0,2021.0,9.0,4.0
399,61,164.0,Data Analyst,2019.0,2020.0,1.0,3.0
919,146,377.0,INVENTORY CONTROL ANALYST,2019.0,,8.0,
884,145,375.0,Senior Data Analyst,2020.0,2022.0,11.0,6.0
1088,186,456.0,SOFTWARE DEVELOPER,2020.0,2021.0,1.0,11.0
671,107,267.0,Maintenance Engineer,2004.0,2004.0,4.0,10.0
825,139,344.0,Business Analyst,2021.0,2022.0,8.0,2.0
159,22,69.0,CVITP Volunteer,2020.0,2020.0,1.0,5.0
110,15,53.0,Customer Service Manager,2022.0,,5.0,
493,73,194.0,SQL Database Developer,2014.0,2015.0,8.0,7.0
283,39,104.0,Flight Dispatcher,2012.0,2019.0,10.0,2.0
1130,194,479.0,Executive Assistant,2020.0,,2.0,
97,13,44.0,Business Analyst,2020.0,2021.0,11.0,7.0
777,125,319.0,Data Analyst,2016.0,2018.0,4.0,1.0
1033,169,428.0,Customer Experience Specialist,2022.0,,4.0,
193,26,80.0,Data Analyst,2022.0,2022.0,1.0,4.0
553,83,219.0,Primary Care Paramedic,2009.0,2009.0,4.0,9.0
716,110,281.0,Senior Analytics Consultant,2021.0,,3.0,
461,69,180.0,IT developer,2022.0,,7.0,
320,44,115.0,Research Intern,2018.0,2018.0,9.0,12.0
741,116,299.0,SQL BI Consultant,2018.0,2019.0,4.0,10.0
126,18,56.0,Director,2024.0,,1.0,
385,59,160.0,Engineering Intern,2011.0,2011.0,,
247,38,102.0,Business Development Executive,2020.0,2021.0,8.0,11.0
308,43,78.0,Consultant,2017.0,2022.0,11.0,1.0
686,107,270.0,Marketing Analyst,2022.0,,6.0,
495,73,193.0,IT Technician,2017.0,2018.0,10.0,4.0
809,135,332.0,Financial Data Analyst,2008.0,2010.0,8.0,9.0
77,11,34.0,Business Intelligence Developer,2020.0,2021.0,2.0,2.0
468,71,187.0,Data Analyst,2019.0,2019.0,2.0,4.0
512,75,199.0,Supply Chain Intern,2015.0,2015.0,1.0,4.0
1092,187,,,,,,
321,44,114.0,Data Science Intern,2019.0,2019.0,1.0,3.0
1131,194,480.0,Section Executive - Corporate Strategy,2006.0,2009.0,,
164,22,73.0,Graduate Research Assistant,2018.0,2022.0,9.0,1.0
971,160,397.0,Production Data Analyst,2017.0,2019.0,1.0,10.0
453,68,116.0,SENIOR BUSINESS ANALYST,2019.0,2021.0,3.0,9.0
896,145,374.0,Business System Analyst,2004.0,2008.0,6.0,12.0
139,19,59.0,Structural Engineer In Training,2018.0,2018.0,9.0,12.0
243,38,102.0,Business Development Executive,2020.0,2021.0,8.0,11.0
56,7,23.0,Demand Analyst,2019.0,2020.0,8.0,11.0
1053,173,207.0,,2012.0,2016.0,9.0,12.0
280,39,106.0,Flight Dispatch Examiner,2021.0,,1.0,
75,11,35.0,Data Analyst,2016.0,2018.0,5.0,4.0
565,83,223.0,Program Developer,2015.0,2021.0,11.0,12.0
1013,168,420.0,,2019.0,2019.0,2.0,5.0
562,83,218.0,Lifeguard,2006.0,2012.0,8.0,6.0
170,22,72.0,,2020.0,2020.0,1.0,4.0
268,39,107.0,Flight Attendant,2010.0,2012.0,10.0,9.0
1051,173,207.0,Sr. Executive Operations,2008.0,2012.0,8.0,8.0
1207,209,518.0,Database Developer,2013.0,2015.0,,
761,120,310.0,IT Analyst,2022.0,,5.0,
569,83,221.0,Primary Care Paramedic,2009.0,2009.0,3.0,9.0
833,139,346.0,Branch Manager,2012.0,2013.0,6.0,5.0
1121,192,473.0,Business Intelligence Analyst,2022.0,,2.0,
1169,202,499.0,Client Services Coordinator,2018.0,2018.0,7.0,9.0
541,80,211.0,Computer Lecturer,2014.0,2017.0,1.0,5.0
539,80,212.0,Business Intelligence Developer,2018.0,2021.0,5.0,8.0
784,127,,,,,,
237,36,,,,,,
893,145,375.0,Senior Data Analyst,2020.0,2022.0,11.0,6.0
791,130,326.0,Data Analyst,2018.0,2019.0,8.0,7.0
520,78,204.0,Research Assistant,2017.0,2018.0,1.0,4.0
1015,168,422.0,,2018.0,2019.0,9.0,1.0
332,47,125.0,Inventory Optimization Analyst,2014.0,2018.0,3.0,6.0
104,14,48.0,Business Intelligence Analyst,2021.0,2021.0,6.0,12.0
238,37,99.0,Business Analyst,2016.0,2019.0,9.0,11.0
78,11,37.0,Business Intelligence Developer,2023.0,2023.0,4.0,8.0
185,23,75.0,Project Manager,2020.0,2020.0,1.0,9.0
640,100,256.0,analyst,2019.0,2020.0,1.0,6.0
407,62,168.0,Account Manager,2017.0,2017.0,5.0,8.0
448,68,178.0,SECURITY ANALYST,2015.0,2018.0,3.0,6.0
14,1,4.0,,2021.0,2021.0,9.0,12.0
298,42,,,,,,
930,152,386.0,Business Intelligence Analyst,2022.0,2023.0,8.0,7.0
37,3,8.0,Team Lead,2014.0,2016.0,8.0,12.0
375,58,153.0,,2021.0,2021.0,9.0,12.0
1227,213,529.0,Research Fellow,2016.0,2021.0,12.0,4.0
81,11,38.0,Business Intelligence Consultant,2022.0,2023.0,9.0,3.0
31,3,9.0,Business Analyst,2017.0,2018.0,1.0,4.0
740,116,298.0,Data Engineer,2019.0,2021.0,11.0,7.0
550,82,216.0,Business Data Analyst,2017.0,2018.0,4.0,4.0
826,139,345.0,Project Manager,2019.0,2021.0,2.0,8.0
609,93,242.0,Data Scientist,2021.0,2022.0,2.0,1.0
262,39,104.0,Flight Operations Controller,2019.0,,3.0,
393,61,163.0,Data Science Consultant,2020.0,2021.0,3.0,2.0
759,120,309.0,Data Analyst,2017.0,2019.0,8.0,12.0
397,61,163.0,Data Science Consultant,2020.0,2021.0,3.0,2.0
216,32,91.0,Data Analyst,2021.0,2021.0,5.0,9.0
1102,189,465.0,SQL/Data Analyst,2017.0,2019.0,11.0,4.0
744,117,302.0,Database Administrator,2019.0,2020.0,12.0,7.0
793,131,,,,,,
460,69,181.0,Data Analyst,2019.0,2020.0,8.0,8.0
1136,196,484.0,SQL BI Developer,2019.0,2021.0,6.0,1.0
705,108,272.0,Senior Application and Reports Developer,2020.0,,12.0,
194,26,81.0,Data Analyst,2018.0,2020.0,2.0,12.0
533,80,211.0,Computer Lecturer,2014.0,2017.0,1.0,5.0
475,71,187.0,Data Analyst,2019.0,2019.0,2.0,4.0
843,139,345.0,Supply Chain Business Analyst,2015.0,2019.0,9.0,2.0
672,107,268.0,Lead Energy Dispatch Analyst,2011.0,2018.0,10.0,6.0
287,40,108.0,Business Intelligence Analyst,2021.0,,8.0,
1245,218,539.0,Economic Research Assistant,2017.0,2017.0,1.0,11.0
779,126,321.0,Buyer,2019.0,2020.0,8.0,12.0
67,10,31.0,Project Management,2020.0,2020.0,5.0,7.0
484,73,190.0,IT Operations Coordinator,2018.0,2019.0,6.0,3.0
219,32,92.0,Financial Accountant,2016.0,2016.0,3.0,6.0
40,4,12.0,,2008.0,2009.0,10.0,3.0
719,111,284.0,Regional Human Resources Generalist,2019.0,,11.0,
29,3,8.0,Team Lead,2014.0,2016.0,8.0,12.0
227,34,,,,,,
215,32,92.0,Financial Accountant,2016.0,2016.0,3.0,6.0
543,81,214.0,Data Analytics Specialist,2022.0,,5.0,
89,11,39.0,Data Consultant,2021.0,2022.0,11.0,6.0
502,74,195.0,Junior Analyst,2021.0,2021.0,9.0,12.0
1238,216,535.0,Data Analyst,2022.0,,4.0,
532,80,212.0,Business Intelligence Developer,2018.0,2021.0,5.0,8.0
61,8,26.0,BUSINESS INTELLIGENCE SPECIALIST,2022.0,,10.0,
1019,168,425.0,Information Systems Manager,2022.0,2022.0,3.0,5.0
323,45,117.0,Adoption & Process Specialist,2007.0,2009.0,3.0,9.0
762,120,309.0,Data Analyst,2017.0,2019.0,8.0,12.0
708,108,274.0,junior BI Developer,2016.0,2017.0,1.0,9.0
136,18,57.0,Project Manager,2015.0,2021.0,8.0,3.0
1159,201,496.0,Graduate Research Assistant,2019.0,,9.0,
889,145,158.0,Business System Analyst,2013.0,2017.0,4.0,11.0
1233,214,531.0,Associate IT Consultant,2013.0,2014.0,3.0,5.0
654,102,263.0,Sr. Informatics Analyst,2020.0,,3.0,
771,124,315.0,Business Intelligence Consultant,2016.0,2017.0,8.0,2.0
524,78,203.0,Volunteer,2022.0,2022.0,1.0,4.0
823,138,,,,,,
1075,180,450.0,Executive Electrical Engineer,2016.0,2018.0,7.0,8.0
902,145,373.0,Business Analyst,2009.0,2010.0,1.0,12.0
933,152,387.0,Software Engineer,2011.0,2014.0,9.0,5.0
650,102,261.0,Analytics Specialist,2018.0,2020.0,1.0,3.0
25,2,6.0,Senior ETL Production Support,2017.0,2020.0,12.0,6.0
479,71,187.0,Data Analyst,2019.0,2019.0,2.0,4.0
684,107,269.0,Director,2018.0,2022.0,9.0,5.0
717,110,282.0,Senior Marketing Analyst,2020.0,2021.0,7.0,3.0
834,139,345.0,Supply Chain Business Analyst,2015.0,2019.0,9.0,2.0
848,139,343.0,Business Analyst,2022.0,,2.0,
111,15,53.0,Customer Service Manager,2022.0,,5.0,
682,107,268.0,Lead Energy Dispatch Analyst,2011.0,2018.0,10.0,6.0
250,39,104.0,Flight Dispatcher,2012.0,2019.0,10.0,2.0
188,24,77.0,Junior Analyst- Finance,2018.0,2020.0,9.0,5.0
39,4,11.0,,2009.0,2009.0,4.0,4.0
305,43,111.0,Community Volunteer,2017.0,2021.0,,
938,152,385.0,"Technical Lead, Business Intelligence",2021.0,2022.0,12.0,5.0
521,78,205.0,Research Assistant,2021.0,2022.0,1.0,4.0
316,44,116.0,Data Analyst,2019.0,2021.0,5.0,3.0
1120,192,472.0,Business Intelligence Analyst,2019.0,2020.0,5.0,12.0
830,139,345.0,Supply Chain Business Analyst,2015.0,2019.0,9.0,2.0
1113,191,6.0,Senior Data Analyst,2017.0,2018.0,1.0,9.0
131,18,58.0,Project Manager,2022.0,2023.0,12.0,12.0
1162,201,496.0,Graduate Research Assistant,2019.0,,9.0,
499,74,195.0,Junior Analyst,2021.0,2021.0,9.0,12.0
1041,171,430.0,Data Analyst,2015.0,2018.0,11.0,9.0
953,159,27.0,Business Analyst,2022.0,,2.0,
516,77,55.0,Data Engineer,2020.0,,11.0,
1095,188,460.0,Software Development Engineer,2012.0,2014.0,5.0,10.0
1186,204,504.0,Assistant Professor - Mathematics,2016.0,2017.0,8.0,2.0
866,143,362.0,Parts and Service Assistant,2017.0,2018.0,8.0,8.0
3,1,4.0,,2021.0,2021.0,9.0,12.0
421,62,165.0,Recruiting & Public Affairs Non-Commissioned Officer,2010.0,2017.0,4.0,4.0
511,75,197.0,Sr. Data Analyst,2021.0,,5.0,
1049,173,207.0,Associate Project Manager,2017.0,,1.0,
1252,219,543.0,Engineer,2019.0,2020.0,6.0,6.0
1006,167,415.0,BUSINESS INTELLIGENCE / DATA ANALYST,2017.0,2018.0,1.0,1.0
1146,199,351.0,Analyst,2017.0,2018.0,6.0,5.0
704,108,273.0,Senior BI Developer,2017.0,2020.0,9.0,12.0
1201,208,515.0,,2019.0,2019.0,1.0,6.0
687,107,269.0,Director,2018.0,2022.0,9.0,5.0
239,37,100.0,Quality Analyst,2015.0,2016.0,11.0,8.0
278,39,104.0,Flight Dispatcher,2012.0,2019.0,10.0,2.0
764,121,311.0,Business Analyst,2019.0,2020.0,7.0,12.0
1216,209,519.0,,2015.0,2019.0,,
907,145,158.0,Business System Analyst,2013.0,2017.0,4.0,11.0
464,70,183.0,Data Analyst Consultant,2017.0,,12.0,
248,38,103.0,Assistant Professor,2017.0,2018.0,8.0,11.0
592,88,236.0,Product Analyst,2020.0,2021.0,3.0,4.0
700,107,271.0,Custody Transfer Administrator,2022.0,,5.0,
441,66,176.0,ETL Developer (SQL/ DataStage),2020.0,2022.0,6.0,5.0
178,22,70.0,Desktop Support,2016.0,2016.0,4.0,8.0
1171,202,500.0,General Labourer,2016.0,2016.0,7.0,8.0
1153,200,494.0,Data Analyst,2012.0,2015.0,,
699,107,268.0,Senior Operations Analyst,2008.0,2011.0,9.0,9.0
344,51,134.0,Data Reporting Analyst,2021.0,,9.0,
1085,185,,,,,,
229,35,96.0,Research Associate,2019.0,2021.0,,
618,95,249.0,Business Data Analyst,2018.0,2019.0,6.0,6.0
556,83,219.0,Primary Care Paramedic,2009.0,2009.0,4.0,9.0
1144,199,490.0,IT Technician,2021.0,2021.0,4.0,10.0
1127,194,476.0,Executive Assistant to the Director,2015.0,2016.0,2.0,6.0
625,96,250.0,Data /MSBI Developer,2015.0,2016.0,9.0,12.0
591,88,236.0,Product Analyst,2020.0,2021.0,3.0,4.0
950,156,395.0,Power BI Developer,2021.0,,3.0,
607,93,242.0,Data Scientist,2021.0,2022.0,2.0,1.0
472,71,189.0,Assurance Associate,2019.0,2020.0,5.0,3.0
663,104,,,,,,
1103,189,24.0,"Developer (SSIS,SSAS,SSRS)",2019.0,2020.0,5.0,6.0
707,108,274.0,junior BI Developer,2016.0,2017.0,1.0,9.0
501,74,196.0,Fund Operation Specialist,2019.0,2020.0,10.0,9.0
383,59,157.0,Business Development Analyst,2015.0,2018.0,,
100,13,44.0,Business Analyst,2020.0,2021.0,11.0,7.0
